Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2012,YEAR,,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,SAN AUGUSTINE,405,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,36
CENSUS,2012,YEAR,,COUNTY,TEXAS,48,SOUTH CENTRAL,81,AUSTIN,15,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,36
CENSUS,2012,YEAR,,COUNTY,TEXAS,48,SOUTH CENTRAL,81,BURLESON,51,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,5,36
CENSUS,2012,YEAR,,COUNTY,TEXAS,48,SOUTH CENTRAL,81,CALDWELL,55,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,36
CENSUS,2012,YEAR,,COUNTY,TEXAS,48,SOUTH CENTRAL,81,DE WITT,123,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,36
CENSUS,2012,YEAR,,COUNTY,TEXAS,48,SOUTH CENTRAL,81,FAYETTE,149,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,9,36
CENSUS,2012,YEAR,,COUNTY,TEXAS,48,SOUTH CENTRAL,81,GONZALES,177,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,21,36
CENSUS,2012,YEAR,,COUNTY,TEXAS,48,SOUTH CENTRAL,81,GUADALUPE,187,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,36
CENSUS,2012,YEAR,,COUNTY,TEXAS,48,SOUTH CENTRAL,81,LAVACA,285,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,12,36
CENSUS,2012,YEAR,,COUNTY,VERMONT,50,ALL COUNTIES,10,LAMOILLE,15,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2012,YEAR,,COUNTY,VIRGINIA,51,CENTRAL,50,APPOMATTOX,11,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,11
CENSUS,2012,YEAR,,COUNTY,VIRGINIA,51,CENTRAL,50,BUCKINGHAM,29,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,11
CENSUS,2012,YEAR,,COUNTY,VIRGINIA,51,CENTRAL,50,CUMBERLAND,49,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,11
CENSUS,2012,YEAR,,COUNTY,VIRGINIA,51,CENTRAL,50,POWHATAN,145,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,11
CENSUS,2012,YEAR,,COUNTY,VIRGINIA,51,CENTRAL,50,PRINCE EDWARD,147,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,11
CENSUS,2012,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,ACCOMACK,1,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,11
CENSUS,2012,YEAR,,COUNTY,VIRGINIA,51,NORTHERN,20,PAGE,139,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,13,11
CENSUS,2012,YEAR,,COUNTY,VIRGINIA,51,NORTHERN,20,ROCKINGHAM,165,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,47,11
CENSUS,2012,YEAR,,COUNTY,VIRGINIA,51,NORTHERN,20,SHENANDOAH,171,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,11
CENSUS,2012,YEAR,,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,GREENSVILLE,81,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,11
CENSUS,2012,YEAR,,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,MECKLENBURG,117,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,11
CENSUS,2012,YEAR,,COUNTY,VIRGINIA,51,SOUTHEASTERN,90,SOUTHAMPTON,175,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,11
CENSUS,2012,YEAR,,COUNTY,VIRGINIA,51,SOUTHERN,80,HALIFAX,83,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,11
CENSUS,2012,YEAR,,COUNTY,VIRGINIA,51,SOUTHERN,80,NOTTOWAY,135,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,4,11
CENSUS,2012,YEAR,,COUNTY,VIRGINIA,51,SOUTHERN,80,PITTSYLVANIA,143,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,11
CENSUS,2012,YEAR,,COUNTY,VIRGINIA,51,WESTERN,40,AUGUSTA,15,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,10,11
CENSUS,2012,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,PIERCE,53,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2012,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,SKAGIT,57,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2012,YEAR,,COUNTY,WASHINGTON,53,WESTERN,10,SNOHOMISH,61,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2012,YEAR,,COUNTY,WEST VIRGINIA,54,EASTERN,60,GRANT,23,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,17,6.7
CENSUS,2012,YEAR,,COUNTY,WEST VIRGINIA,54,EASTERN,60,HAMPSHIRE,27,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,10,6.7
CENSUS,2012,YEAR,,COUNTY,WEST VIRGINIA,54,EASTERN,60,HARDY,31,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,33,6.7
CENSUS,2012,YEAR,,COUNTY,WEST VIRGINIA,54,EASTERN,60,MINERAL,57,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,6,6.7
CENSUS,2012,YEAR,,COUNTY,WEST VIRGINIA,54,EASTERN,60,MONROE,63,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,6.7
CENSUS,2012,YEAR,,COUNTY,WEST VIRGINIA,54,EASTERN,60,PENDLETON,71,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,12,6.7
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,SOUTH CENTRAL,80,COLUMBIA,21,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,2.9
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,SOUTH CENTRAL,80,DANE,25,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,2.9
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,SOUTH CENTRAL,80,DODGE,27,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,2.9
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,SOUTH CENTRAL,80,JEFFERSON,55,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,2.9
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,SOUTHEAST,90,WASHINGTON,131,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,2.9
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,SOUTHWEST,70,GRANT,43,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,2.9
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,SOUTHWEST,70,IOWA,49,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,2.9
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,WEST CENTRAL,40,BUFFALO,11,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,12,2.9
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,WEST CENTRAL,40,TREMPEALEAU,121,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,7,2.9
